,song,name,trackid,trackuri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clust
8440,Simple,Florida Georgia Line,4L9Ds4mpD3SuYoWwFUlv16,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,2
8441,Titanium (feat. Sia),David Guetta,77TT8Xvx637TpzV8kKGkUw,spotify:track:77TT8Xvx637TpzV8kKGkUw,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,245040,3
8442,Bleed It,Blueface,1JGaV39uhSQd2eAteOxFlF,spotify:track:1JGaV39uhSQd2eAteOxFlF,0.845,0.76,1,-6.008,0,0.362,0.209,0.0,0.105,0.516,101.91,145547,5
8443,N.Y. State of Mind,Nas,0trHOzAhNpGCsGBEu7dOJo,spotify:track:0trHOzAhNpGCsGBEu7dOJo,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,293973,3
8444,I'll Stand by You,Pretenders,3Nf8oGn1okobzjDcFCvT6n,spotify:track:3Nf8oGn1okobzjDcFCvT6n,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,240760,2
8445,Lonely (with benny blanco),Justin Bieber,3353R7ZeupOP7Rp7o94mqa,spotify:track:3353R7ZeupOP7Rp7o94mqa,0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,149190,1
8446,The Last Of The Real Ones,Fall Out Boy,1f6xYh2HSx8ttCjl4Pckep,spotify:track:1f6xYh2HSx8ttCjl4Pckep,0.579,0.872,8,-5.294,1,0.0443,0.00594,0.0,0.192,0.557,115.043,230400,4
8447,Shape of You,Ed Sheeran,0FE9t6xYkqWXU2ahLh6D8X,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,3
8448,More Than My Hometown,Morgan Wallen,5pvtbVMatboYksQ0xmPmdp,spotify:track:5pvtbVMatboYksQ0xmPmdp,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,216573,4
8449,La vie en rose - Single Version,Louis Armstrong,3yYfoYGVpriV4fG9L1ogsD,spotify:track:3yYfoYGVpriV4fG9L1ogsD,0.558,0.123,0,-10.396,1,0.0525,0.809,0.00121,0.0916,0.341,70.16,206333,1
8450,Hotel California - 2013 Remaster,Eagles,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,2
8451,Secrets,The Weeknd,00NAQYOP4AmWR549nnYJZu,spotify:track:00NAQYOP4AmWR549nnYJZu,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,265600,4
8452,Up Down (feat. Florida Georgia Line),Morgan Wallen,3EWMoDIm6lzuR0zQKtuCJX,spotify:track:3EWMoDIm6lzuR0zQKtuCJX,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4
8453,Middle of a Memory,Cole Swindell,38gZVjeaeR3gcnCzziAxBm,spotify:track:38gZVjeaeR3gcnCzziAxBm,0.531,0.746,11,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.788,226307,2
8454,Ride Wit Me,Nelly,06iMqWThw4w8fTFyccvOwr,spotify:track:06iMqWThw4w8fTFyccvOwr,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782,4
8455,Chamber Of Reflection,Mac DeMarco,1MJ5f5EYBC92ADD6xcz7nb,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,231724,0
8456,Buttercup,Jack Stauber,2mlGPkAx4kwF8Df0GlScsC,spotify:track:2mlGPkAx4kwF8Df0GlScsC,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,0
8457,In Case You Didn't Know,Brett Young,10M2Ex445zw585Ducldzkw,spotify:track:10M2Ex445zw585Ducldzkw,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,2
8458,New Flesh,Current Joys,6TEiFwaiHERpdfG6WnGed1,spotify:track:6TEiFwaiHERpdfG6WnGed1,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861,167987,0
8459,What's My Name?,Rihanna,5xZtUAVUVfjBtVtMOgMkyy,spotify:track:5xZtUAVUVfjBtVtMOgMkyy,0.69,0.786,2,-2.959,1,0.0692,0.229,0.0,0.0797,0.583,100.049,263173,4
8460,Photograph,Nickelback,3hb2ScEVkGchcAQqrPLP0R,spotify:track:3hb2ScEVkGchcAQqrPLP0R,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,258920,2
8461,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,spotify:track:0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
8462,EARFQUAKE,"Tyler, The Creator",5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4
8463,Kiss from a Rose,Seal,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,288427,1
8464,Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,spotify:track:1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,208186,2
8465,I'm Not The Only One,Sam Smith,0fioLzGM8ngbD1w6fMmm45,spotify:track:0fioLzGM8ngbD1w6fMmm45,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,239317,1
8466,It Was A Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,3
8467,Wake Me Up,Avicii,4QRZirU4s1f30iDHzuKncj,spotify:track:4QRZirU4s1f30iDHzuKncj,0.516,0.806,2,-5.133,1,0.0538,0.00389,0.000674,0.115,0.577,124.118,249693,4
8468,Break Up in the End,Cole Swindell,5Z19ylxppfnfdP4JH0u8oj,spotify:track:5Z19ylxppfnfdP4JH0u8oj,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,1
8469,Taking A Walk,Trippie Redd,4mHgYpuGHu99Mw69E83CP2,spotify:track:4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,3
8470,Drunk on Your Love,Brett Eldredge,1jNNHFZmRGXZFHlil5uhei,spotify:track:1jNNHFZmRGXZFHlil5uhei,0.443,0.831,11,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064,173960,2
8471,Sundress,A$AP Rocky,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4
8472,White Christmas,Bing Crosby,4so0Wek9Ig1p6CRCHuINwW,spotify:track:4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,1
8473,Record Year,Eric Church,5fSPbm5lcwtqwXkeQQswW8,spotify:track:5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4
8474,Desperado,Rihanna,5I4ugX74O2xadBXW6BYrAQ,spotify:track:5I4ugX74O2xadBXW6BYrAQ,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,186467,3
8475,Whataya Want from Me,Adam Lambert,2rDwdvBma1O1eLzo29p2cr,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,227320,2
8476,Never Really Over,Katy Perry,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4
8477,The Fix (feat. Jeremih),Nelly,33QRsLBBdWDYgCZfWEZqR6,spotify:track:33QRsLBBdWDYgCZfWEZqR6,0.812,0.479,8,-6.47,1,0.0429,0.0485,0.0,0.102,0.0873,95.505,173045,4
8478,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,6u7jPi22kF8CTQ3rb9DHE7,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
8479,"10,000 Hours (with Justin Bieber)",Dan + Shay,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
8480,I'd Be Jealous Too,Dustin Lynch,7rdK9NSJIRBZAiXC0vuBS9,spotify:track:7rdK9NSJIRBZAiXC0vuBS9,0.716,0.718,0,-5.355,1,0.0293,0.0896,0.0,0.473,0.537,100.934,185707,4
8481,Light My Fire,The Doors,5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,2
8482,Roses,Outkast,6bUNEbXT7HovLW6BgPCBsb,spotify:track:6bUNEbXT7HovLW6BgPCBsb,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,369573,4
8483,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Various Artists,6SkoBaMd0lzoQjID5aV2d9,spotify:track:6SkoBaMd0lzoQjID5aV2d9,0.379,0.618,5,-7.065,1,0.0586,0.337,5.1e-06,0.102,0.4,147.53,209560,2
8484,Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,spotify:track:4y4spB9m0Q6026KfkAvy9Q,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,1
8485,Ric Flair Drip (with Metro Boomin),21 Savage,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,5
8486,Formation,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,206080,5
8487,White Room,Cream,3Xls4cNOwy01dtrNXb1inG,spotify:track:3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,1
8488,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,4a87wpeqAcOv03pYihEzku,spotify:track:4a87wpeqAcOv03pYihEzku,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,225205,4
8489,Kiss Me Thru The Phone,Soulja Boy,2q4rjDy9WhaN3o9MvDbO21,spotify:track:2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4
8490,Marry You,Bruno Mars,22PMfvdz35fFKYnJyMn077,spotify:track:22PMfvdz35fFKYnJyMn077,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,2
8491,Beware,Big Sean,6bxUnsSGZCmoHHU5auwtps,spotify:track:6bxUnsSGZCmoHHU5auwtps,0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187,5
8492,Sunshine & Whiskey,Frankie Ballard,6aNwDe5YH5YUPlpHkku52w,spotify:track:6aNwDe5YH5YUPlpHkku52w,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.754,92.983,182400,4
8493,I'll Show You,Justin Bieber,0SNIAtRCPVVLoGEPcuHSIc,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,199947,2
8494,Intro : Persona,BTS,2BgZrbbAZxSnyE7U5efVrG,spotify:track:2BgZrbbAZxSnyE7U5efVrG,0.469,0.87,9,-4.475,0,0.342,0.0278,0.0,0.313,0.652,86.622,171023,5
8495,Head Above Water,Avril Lavigne,7gY3cyGcB2wnk2xDXiA0pe,spotify:track:7gY3cyGcB2wnk2xDXiA0pe,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,220850,2
8496,Makes Me Wonder,Maroon 5,1lHXlGlve5Zx8tXLhyjDwM,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080,4
8497,Anywhere,Rita Ora,6Xy72HZ9nf2jx48dQuF1mA,spotify:track:6Xy72HZ9nf2jx48dQuF1mA,0.649,0.743,11,-6.042,0,0.0679,0.0342,0.0,0.0855,0.344,106.915,215827,3
8498,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,0tPQPaOKM32WgMSbPCYyRH,spotify:track:0tPQPaOKM32WgMSbPCYyRH,0.721,0.873,1,-4.741,1,0.119,0.0789,0.0,0.0824,0.552,79.943,172687,4
8499,True - Single Edit,Spandau Ballet,0CsM8VGDi38kusMv3pxyj1,spotify:track:0CsM8VGDi38kusMv3pxyj1,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,329147,1
8500,Hold Back The River,James Bay,7tmtOEDxPN7CWaQWBsG1DY,spotify:track:7tmtOEDxPN7CWaQWBsG1DY,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,134.923,238747,4
8501,Don't Stop The Music,Rihanna,0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,3
8502,Better Off Alone,Alice DJ,0pMUR7Uvp6vxlbG0qBFvgM,spotify:track:0pMUR7Uvp6vxlbG0qBFvgM,0.671,0.88,8,-6.149,0,0.0552,0.00182,0.667,0.285,0.786,136.956,214883,3
8503,Stay (feat. Maty Noyes),Kygo,2FiSTH0GYpIioUgjfzMIja,spotify:track:2FiSTH0GYpIioUgjfzMIja,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465,4
8504,Meet Me Halfway,Black Eyed Peas,0xfpx7AiwgSKEtjotea2L6,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,3
8505,Macarena,Los Del Rio,4oaj36KzXRgDg4McgcTsZK,spotify:track:4oaj36KzXRgDg4McgcTsZK,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.965,103.018,249382,4
8506,Walk,Comethazine,21kOVEG3bDCVphKhXL8XmQ,spotify:track:21kOVEG3bDCVphKhXL8XmQ,0.831,0.795,1,-6.186,1,0.264,0.221,0.0,0.291,0.744,160.063,96064,5
8507,Love$ick (feat. A$AP Rocky),Mura Masa,3sTN90bIP2cJ1783ctHykO,spotify:track:3sTN90bIP2cJ1783ctHykO,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,3
8508,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Various Artists,7GQqj9jRtDkMp8zByehXQI,spotify:track:7GQqj9jRtDkMp8zByehXQI,0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,264847,4
8509,Hold the Line,TOTO,4aVuWgvD0X63hcOCnZtNFA,spotify:track:4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547,3
8510,Dream A Little Dream Of Me,The Mamas & The Papas,27hhIs2fp6w06N5zx4Eaa5,spotify:track:27hhIs2fp6w06N5zx4Eaa5,0.413,0.313,7,-13.138,1,0.0519,0.791,1.5e-06,0.0727,0.349,92.515,194427,1
8511,Hurt Me,Juice WRLD,3XRQT7EoS4U87rUuJwg5P3,spotify:track:3XRQT7EoS4U87rUuJwg5P3,0.62,0.451,6,-7.623,1,0.17,0.128,0.0,0.373,0.294,156.906,122285,5
8512,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1A6OTy97kk0mMdm78rHsm8,spotify:track:1A6OTy97kk0mMdm78rHsm8,0.753,0.498,2,-5.61,1,0.0504,0.551,0.0,0.0706,0.927,89.95,158053,4
8513,Ms. Jackson,Outkast,0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,5
8514,Canal St. (feat. Bones),A$AP Rocky,0rBMP6VVGRgwnzZCLpijyl,spotify:track:0rBMP6VVGRgwnzZCLpijyl,0.696,0.583,3,-9.351,0,0.301,0.308,0.0,0.0964,0.524,137.079,227427,5
8515,Intro,The xx,0DAsxISzun85PbsqAfIzeC,spotify:track:0DAsxISzun85PbsqAfIzeC,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,127920,0
8516,Bad Things - With Camila Cabello,Machine Gun Kelly,56cswAa9WdFBsjsTyPBAKA,spotify:track:56cswAa9WdFBsjsTyPBAKA,0.674,0.694,2,-4.739,1,0.129,0.223,0.0,0.183,0.242,137.839,239280,2
8517,Still Here,Drake,7juAP7GZBF0Dtm0qqLSWOJ,spotify:track:7juAP7GZBF0Dtm0qqLSWOJ,0.834,0.438,0,-9.577,1,0.152,0.0212,0.0,0.649,0.207,133.958,189853,5
8518,Broken Halos,Chris Stapleton,06gD2ZtK3Dzc1BYqWExQJJ,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
8519,I Get the Bag (feat. Migos),Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,5
8520,Nobody's Love,Maroon 5,2ST72jD2KVe7f3fbcGyX1b,spotify:track:2ST72jD2KVe7f3fbcGyX1b,0.485,0.567,1,-6.456,1,0.0388,0.316,0.0,0.0949,0.157,93.676,211254,1
8521,Breathe (feat. Ina Wroldsen),Jax Jones,4hno5CH0cfQFGkUPTNzhYA,spotify:track:4hno5CH0cfQFGkUPTNzhYA,0.719,0.749,11,-5.521,0,0.0357,0.0227,0.00019,0.143,0.696,125.99,207627,3
8522,One Way Or Another,Blondie,59CLe8stbcx4XYBWdsfbwK,spotify:track:59CLe8stbcx4XYBWdsfbwK,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,217364,2
8523,High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
8524,Magic Carpet Ride,Steppenwolf,4c4jJJoaiY21t2TyRZgdWS,spotify:track:4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,3
8525,Mercy,Duffy,78twQ5XCFJMTE37ZSU0gsj,spotify:track:78twQ5XCFJMTE37ZSU0gsj,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,219920,4
8526,Drinking Class,Lee Brice,4QAXLB2Hkx3n7LbOFxD34h,spotify:track:4QAXLB2Hkx3n7LbOFxD34h,0.663,0.53,1,-9.763,1,0.0301,0.0886,0.0,0.154,0.269,109.003,207347,4
8527,Break from Toronto,PARTYNEXTDOOR,79MSEdtXuudhGhC5AtG07g,spotify:track:79MSEdtXuudhGhC5AtG07g,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,99213,2
8528,Count on Me,Bruno Mars,7l1qvxWjxcKpB9PCtBuTbU,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,197470,1
8529,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4e4fqjx0Izh4svvTef1z7e,spotify:track:4e4fqjx0Izh4svvTef1z7e,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,4
8530,Rolex,Ayo & Teo,0pSBuHjILhNEo55xK1zrRt,spotify:track:0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4
8531,WILD,Troye Sivan,0xexXKZ1CAIrNHhTUX5Qkh,spotify:track:0xexXKZ1CAIrNHhTUX5Qkh,0.622,0.807,0,-5.1,0,0.0784,0.0916,0.0,0.205,0.516,93.962,219492,3
8532,Tap (feat. Meek Mill),NAV,5rU6kDNXZLXIinFezpbWbO,spotify:track:5rU6kDNXZLXIinFezpbWbO,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,5
8533,Ain't No Mountain High Enough,Marvin Gaye,1LeWIs2hP2r5yOQnVuYoI5,spotify:track:1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
8534,All Along the Watchtower,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,2
8535,Better Together,Luke Combs,6gdLyYNuhWBzqwlOFSsXC7,spotify:track:6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,1
8536,Fireball (feat. John Ryan),Pitbull,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236200,4
8537,Comfortably Numb,Pink Floyd,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,1
8538,The Pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34,spotify:track:7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,2
8539,Don't Stop Me Now - Remastered 2011,Queen,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,2
8540,Numb Numb Juice,ScHoolboy Q,6tByydPskASjm9jTPkNQq0,spotify:track:6tByydPskASjm9jTPkNQq0,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147,5
8541,Imagination,Foster The People,2flxduIqEbsicdmPyj1WVW,spotify:track:2flxduIqEbsicdmPyj1WVW,0.744,0.642,2,-4.6,0,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267,3
8542,This Is What It Feels Like,Armin van Buuren,5GjnIpUlLGEIYk052ISOw9,spotify:track:5GjnIpUlLGEIYk052ISOw9,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360,2
8543,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,137876,3
8544,Party on the West Coast (feat. Snoop Dogg),Matoma,45OfR7ugJMgbFDuNOVpIq3,spotify:track:45OfR7ugJMgbFDuNOVpIq3,0.635,0.795,1,-5.089,0,0.0917,0.0448,1.48e-05,0.119,0.404,103.951,233077,3
8545,Sweet Nothing (feat. Florence Welch),Calvin Harris,24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,3
8546,Started From the Bottom,Drake,6V2D8Lls36APk0THDjBDfE,spotify:track:6V2D8Lls36APk0THDjBDfE,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,174133,4
8547,The Beach,The Neighbourhood,2u0CelO5c81XS7z3dGpHbS,spotify:track:2u0CelO5c81XS7z3dGpHbS,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133,2
8548,"Genius (feat. Sia, Diplo, and Labrinth)",Sia,4xigPf2sigSPmuFH3qCelB,spotify:track:4xigPf2sigSPmuFH3qCelB,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707,3
8549,Dang! (feat. Anderson .Paak),Mac Miller,5iUQMwxUPdJBFeGkePtM66,spotify:track:5iUQMwxUPdJBFeGkePtM66,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,5
8550,Slow Dancing in a Burning Room,John Mayer,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,1
8551,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4
8552,We'll Be Coming Back (feat. Example),Calvin Harris,7B1Dl3tXqySkB8OPEwVvSu,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,234360,2
8553,Undead,Hollywood Undead,5wBLDkxVvclanSitx5jq8e,spotify:track:5wBLDkxVvclanSitx5jq8e,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,265053,2
8554,Pretty Savage,BLACKPINK,1XnpzbOGptRwfJhZgLbmSr,spotify:track:1XnpzbOGptRwfJhZgLbmSr,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,201122,3
8555,Swish Swish,Katy Perry,3OtMnyUaiipcAT23A8liyi,spotify:track:3OtMnyUaiipcAT23A8liyi,0.838,0.705,5,-5.201,0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,242520,3
8556,Guatemala - From Swaecation,Rae Sremmurd,0TCnOEVeLQMXOUrpPlM7uY,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341,3
