,song,name,trackid,trackuri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clust
98,"Bagatelle in A Minor, WoO 59 ""Für Elise""",Various Artists,50tFFbm0a9fp5K7tPTl0Gi,spotify:track:50tFFbm0a9fp5K7tPTl0Gi,0.352,0.0949,9,-25.077,0,0.0466,0.993,0.912,0.106,0.0519,131.865,196013,0
99,"Pomp and Circumstance, Op. 39: No. 1, March in D Major",Various Artists,5nsYZFNyMefd50yamWgMfy,spotify:track:5nsYZFNyMefd50yamWgMfy,0.274,0.434,2,-11.61,1,0.0433,0.689,0.76,0.0705,0.315,131.962,345667,0
100,Carmen Suite No. 2: II. Habanera,Various Artists,4JwnMEzMHVIbGtT20FslP9,spotify:track:4JwnMEzMHVIbGtT20FslP9,0.457,0.0158,2,-24.725,1,0.0388,0.981,0.304,0.0684,0.404,120.855,132533,1
101,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto ""Ode to Joy""",Various Artists,6FTbcEZRjgwGgLKPZjSXHc,spotify:track:6FTbcEZRjgwGgLKPZjSXHc,0.229,0.631,2,-10.319,1,0.0405,0.839,0.000229,0.105,0.334,76.386,152613,1
102,"Les contes d'Hoffmann, Act III: Belle nuit, ô nuit d'amour ""Barcarolle"" (Instrumental Version)",Various Artists,22Dcjh2nHMd22PRPOUfuFA,spotify:track:22Dcjh2nHMd22PRPOUfuFA,0.192,0.141,2,-19.693,1,0.0336,0.947,0.527,0.267,0.0676,79.892,213587,0
103,Adagio in G Minor,Various Artists,1RpxL8zcQvyqvfKn4qtBob,spotify:track:1RpxL8zcQvyqvfKn4qtBob,0.0979,0.234,0,-14.517,0,0.0398,0.932,0.905,0.114,0.0382,79.801,517827,0
104,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",Various Artists,7AXul8TGnkgrWaMXUNevTq,spotify:track:7AXul8TGnkgrWaMXUNevTq,0.425,0.274,7,-13.4,1,0.0415,0.974,0.945,0.101,0.393,138.197,351427,0
105,Il barbiere di Siviglia: Overture,Various Artists,0E5hOWDYTbgNLbupOH4EDS,spotify:track:0E5hOWDYTbgNLbupOH4EDS,0.423,0.266,4,-14.214,1,0.0412,0.86,0.844,0.264,0.435,95.488,418467,0
106,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Various Artists,4V0a2OeLW8vSV8QqwbxiCd,spotify:track:4V0a2OeLW8vSV8QqwbxiCd,0.239,0.0298,1,-28.096,0,0.0441,0.995,0.905,0.0975,0.104,169.748,336720,0
107,Má Vlast (My Fatherland): Vltava (The Moldau River),Various Artists,5d7wn8zwM98iGU9ceTHvWB,spotify:track:5d7wn8zwM98iGU9ceTHvWB,0.193,0.239,7,-14.418,1,0.0332,0.846,0.792,0.111,0.0548,78.5,686800,0
108,"String Quintet in E Major, G. 282: III. Minuetto - Trio",Various Artists,7jTirwNNAKFGW8jxjJ6HDo,spotify:track:7jTirwNNAKFGW8jxjJ6HDo,0.581,0.0621,9,-21.149,1,0.0312,0.959,0.29,0.318,0.543,88.869,228093,1
109,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto",Various Artists,1lSgBcJUBQyZVGjuTJu0dP,spotify:track:1lSgBcJUBQyZVGjuTJu0dP,0.356,0.311,7,-14.225,0,0.0372,0.988,0.848,0.182,0.259,116.517,422413,0
110,"Slavonic Dances, Op. 72: No. 2, Dumka (Allegretto grazioso)",Various Artists,3tNHZ0PHxaZsWPcu0a5A4n,spotify:track:3tNHZ0PHxaZsWPcu0a5A4n,0.173,0.303,0,-13.254,1,0.0325,0.825,0.864,0.103,0.0859,96.976,335240,0
111,"Ave Maria, CG 89a",Various Artists,3aYUiCU5HfP2Yuwxg35Z7g,spotify:track:3aYUiCU5HfP2Yuwxg35Z7g,0.151,0.227,7,-16.3,1,0.049,0.985,0.981,0.103,0.038,89.29,154400,0
112,"Finlandia, Op. 26",Various Artists,2Q8rnPSOQBgJ4KGVXgEbnG,spotify:track:2Q8rnPSOQBgJ4KGVXgEbnG,0.189,0.187,8,-15.687,1,0.0374,0.943,0.893,0.0888,0.0671,137.052,486267,0
113,"Piano Sonata No. 11 in A Major, K. 331: III. Alla turca",Various Artists,2YjF0o7ytpQ5ECotNJK2ID,spotify:track:2YjF0o7ytpQ5ECotNJK2ID,0.516,0.153,9,-20.78,1,0.0417,0.99,0.928,0.113,0.476,136.742,205040,0
114,"Die Zauberflöte (The Magic Flute), K. 620: Overture",Various Artists,0FtIASl1e7nJQjn8cnHDiu,spotify:track:0FtIASl1e7nJQjn8cnHDiu,0.415,0.203,10,-14.827,1,0.0427,0.99,0.884,0.107,0.161,85.33,384093,0
115,"Messiah, HWV 56, Pt. 2 Scene 7: No. 44, Hallelujah (Chorus)",Various Artists,1HaSM9ypKF8yVu6M0jojEx,spotify:track:1HaSM9ypKF8yVu6M0jojEx,0.477,0.405,2,-11.441,1,0.0294,0.958,0.226,0.269,0.492,112.235,212173,1
116,"Peer Gynt Suite No. 1, Op. 46: IV. In the Hall of the Mountain King",Various Artists,6hXPFI5fRd4QvWngZSSelM,spotify:track:6hXPFI5fRd4QvWngZSSelM,0.465,0.0816,7,-16.478,1,0.0398,0.79,0.834,0.151,0.141,105.49,163160,0
117,"Pavane, Op. 50",Various Artists,4DLkSDc0HJ4i4jxjKq3Kuk,spotify:track:4DLkSDc0HJ4i4jxjKq3Kuk,0.105,0.112,6,-20.419,0,0.0377,0.981,0.874,0.123,0.0666,81.65,307480,0
118,"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",Various Artists,17xSaMbHmHa9TNLErQKwCG,spotify:track:17xSaMbHmHa9TNLErQKwCG,0.609,0.289,2,-15.815,0,0.0507,0.926,0.0305,0.245,0.767,100.487,218693,1
119,"L'Arlesienne Suite No. 1, WD 40: I. Prelude",Various Artists,5Cvgeycm1bfWwdG5W55vLC,spotify:track:5Cvgeycm1bfWwdG5W55vLC,0.258,0.115,0,-16.312,0,0.0392,0.976,0.856,0.09,0.0483,114.968,413280,0
120,"Radetzky March, Op. 228",Various Artists,5ZTzAI3nWryYIMNoXgWs1I,spotify:track:5ZTzAI3nWryYIMNoXgWs1I,0.479,0.536,9,-12.253,1,0.0338,0.643,0.315,0.293,0.499,104.337,185840,1
121,"Egmont, Op. 84: Overture in F Minor",Various Artists,7H5wfmDH9eZ3YozfzuSGoP,spotify:track:7H5wfmDH9eZ3YozfzuSGoP,0.237,0.16,5,-14.718,0,0.0475,0.981,0.782,0.078,0.0775,178.467,477933,0
122,Cavatina,Various Artists,0l68eSUrRjXY7oO2eKttQ5,spotify:track:0l68eSUrRjXY7oO2eKttQ5,0.298,0.0875,4,-22.874,1,0.0433,0.988,0.943,0.103,0.365,78.675,239640,0
123,"Concerto Grosso No. 8 in G Minor, Op. 6, ""Christmas Concerto"": Allegro",Various Artists,2dZCu97Sgs5gsgJxKebd5f,spotify:track:2dZCu97Sgs5gsgJxKebd5f,0.425,0.16,7,-13.916,0,0.0355,0.929,0.0303,0.312,0.563,73.06,147920,1
124,"14 Romances, Op. 34: No. 14, Vocalise (Lentamente, molto cantabile)",Various Artists,5w7cKwRYjlNJCZgcrscvjg,spotify:track:5w7cKwRYjlNJCZgcrscvjg,0.121,0.226,4,-16.447,0,0.0375,0.92,0.857,0.257,0.0396,92.39,350853,0
125,"Messa da Requiem: II. Sequence, No. 1, Dies irae - Tuba mirum",Various Artists,2jdeB4PjHywGvVNoMhj3Ko,spotify:track:2jdeB4PjHywGvVNoMhj3Ko,0.147,0.397,3,-11.19,1,0.0336,0.921,0.876,0.256,0.05,87.637,234960,0
126,"Symphony No. 5, Pt. 3: IV. Adagietto",Various Artists,4IOWe9VVg8MK5IkQLeuOwh,spotify:track:4IOWe9VVg8MK5IkQLeuOwh,0.169,0.184,5,-17.061,1,0.0436,0.967,0.9,0.112,0.0321,85.44,660707,0
127,Smoorverliefd,Snelle,756rwoDyrGUx0UJcH1DDHw,spotify:track:756rwoDyrGUx0UJcH1DDHw,0.534,0.314,11,-8.717,1,0.0382,0.598,0.0,0.103,0.442,91.118,177501,1
128,The Entertainer,Scott Joplin,4jsLBEQTsPITf3S6louSLr,spotify:track:4jsLBEQTsPITf3S6louSLr,0.429,0.287,1,-18.981,0,0.0359,0.97,0.937,0.264,0.613,100.38,186800,0
129,Livery Stable Blues,Original Dixieland Jazz Band,3QEzHrVUsYs5ijbYcFi3oH,spotify:track:3QEzHrVUsYs5ijbYcFi3oH,0.382,0.492,3,-12.177,1,0.0373,0.995,0.902,0.0729,0.68,164.309,190733,0
130,Black Bottom Stomp,Various Artists,2QyI5GLHAffDWrCHl8MNRz,spotify:track:2QyI5GLHAffDWrCHl8MNRz,0.637,0.473,8,-10.912,1,0.168,0.748,0.918,0.12,0.524,130.692,191907,0
131,See See Rider Blues,Louis Armstrong,7r3W4hcplgZquJ6radPtW9,spotify:track:7r3W4hcplgZquJ6radPtW9,0.284,0.247,4,-11.703,1,0.0584,0.995,0.00387,0.339,0.345,69.782,200667,1
132,St. Louis Blues (with Louis Armstrong),Bessie Smith,4uu1F4n3svGBToDxcnjC0V,spotify:track:4uu1F4n3svGBToDxcnjC0V,0.504,0.108,9,-16.511,0,0.0398,0.994,0.0135,0.139,0.384,68.634,189067,1
133,West End Blues,Various Artists,5LMiNx7RMdho7ZJDtRpPh1,spotify:track:5LMiNx7RMdho7ZJDtRpPh1,0.679,0.131,3,-15.944,1,0.155,0.978,0.0239,0.102,0.363,90.788,174720,1
134,Weather Bird,Louis Armstrong,3eMrYc092k7SIJfWJ7oasR,spotify:track:3eMrYc092k7SIJfWJ7oasR,0.831,0.262,8,-12.386,1,0.0942,0.984,0.912,0.204,0.901,104.606,161933,0
135,Creole Love Call,Various Artists,1lChnkfiqnSxQGMUY5YoYE,spotify:track:1lChnkfiqnSxQGMUY5YoYE,0.554,0.224,10,-13.254,1,0.0437,0.935,0.687,0.112,0.684,96.606,191507,0
136,Characteristic Blues (04-16-37),Sidney Bechet,26SmFnWYVlHwCsshbFwLek,spotify:track:26SmFnWYVlHwCsshbFwLek,0.559,0.24,6,-15.738,1,0.106,0.965,0.00048,0.845,0.537,108.692,180400,1
137,Tea for Two,Various Artists,13LqLLPWy6jtlbqn5RDOGJ,spotify:track:13LqLLPWy6jtlbqn5RDOGJ,0.297,0.264,8,-17.96,1,0.0373,0.957,0.931,0.123,0.265,170.968,190093,0
138,Strange Fruit (04-20-39),Billie Holiday,2naD4V9evY8p8hSNy859h9,spotify:track:2naD4V9evY8p8hSNy859h9,0.409,0.0314,10,-21.104,0,0.0344,0.993,0.0279,0.414,0.0721,121.544,189533,1
139,All Of Me,Billie Holiday,01AIGspdfTi1HkKlEpqwc5,spotify:track:01AIGspdfTi1HkKlEpqwc5,0.518,0.0424,5,-15.256,1,0.0419,0.984,0.000137,0.249,0.357,108.655,175750,1
140,"Solo Flight (Chonk, Charlie, Chonk)",Benny Goodman Sextet,77BIgAxui8EjdyK2Wh0ibR,spotify:track:77BIgAxui8EjdyK2Wh0ibR,0.635,0.346,9,-19.084,0,0.0432,0.995,0.88,0.269,0.892,92.345,159627,0
141,Body And Soul,Coleman Hawkins,72HOl0yTd58YU606565xBR,spotify:track:72HOl0yTd58YU606565xBR,0.685,0.0319,10,-23.141,0,0.0755,0.994,0.923,0.106,0.705,96.192,179880,0
142,Harlem Air Shaft,Various Artists,6zfgwb5PhRsyJhppzI3n9A,spotify:track:6zfgwb5PhRsyJhppzI3n9A,0.447,0.556,5,-11.425,0,0.117,0.818,0.000712,0.377,0.697,191.535,185360,1
143,Nuages (Version 1),Django Reinhardt,24tPYbgLy7Xt2my2yoLrAP,spotify:track:24tPYbgLy7Xt2my2yoLrAP,0.594,0.395,5,-10.087,1,0.0432,0.993,0.93,0.118,0.703,126.038,197507,0
144,Koko - Ko Ko,Charlie Parker,1symz2xvhF0BHQeUhng67V,spotify:track:1symz2xvhF0BHQeUhng67V,0.527,0.553,5,-8.312,0,0.0461,0.698,0.0185,0.335,0.5,107.58,177427,1
145,Parker's Mood - Original,Charlie Parker,3YbfYuEXeDZ2nUrWAmzATO,spotify:track:3YbfYuEXeDZ2nUrWAmzATO,0.625,0.127,0,-11.295,0,0.0556,0.988,0.859,0.106,0.643,77.468,182500,0
146,Scrapple From The Apple,"Charlie Parker, Miles Davis & Friends",0k39xhK34QBFil7OTErcFP,spotify:track:0k39xhK34QBFil7OTErcFP,0.43,0.373,5,-12.834,1,0.0816,0.952,0.483,0.117,0.787,201.93,163867,0
147,Manteca,Chano Pozo,77UKEvUsG6Jye1vLWXBWaR,spotify:track:77UKEvUsG6Jye1vLWXBWaR,0.595,0.566,5,-11.907,0,0.174,0.874,0.873,0.109,0.584,87.399,187480,0
148,Jeru - Remastered,Miles Davis,3kRg9wvgMf9IstjNYbZkkL,spotify:track:3kRg9wvgMf9IstjNYbZkkL,0.398,0.296,5,-12.742,0,0.047,0.781,0.0806,0.138,0.728,176.233,193707,1
149,Requiem,Lennie Tristano,5Jafpcu72SIeaOVk4Gboa2,spotify:track:5Jafpcu72SIeaOVk4Gboa2,0.447,0.439,7,-11.853,0,0.0908,0.994,0.923,0.127,0.223,83.382,292493,0
150,Walkin' Shoes,Gerry Mulligan,1IxneAx0pmPZpo4lqrW1QN,spotify:track:1IxneAx0pmPZpo4lqrW1QN,0.544,0.389,2,-6.774,1,0.108,0.962,0.834,0.111,0.456,138.277,192960,0
151,Django,Various Artists,4qODvka3T60gJamU2NUPJg,spotify:track:4qODvka3T60gJamU2NUPJg,0.573,0.185,5,-15.125,0,0.0462,0.884,0.0962,0.0985,0.221,110.91,422733,1
152,Donna Lee,Lee Konitz,2N7LJO1uufnSeXIwxooTzg,spotify:track:2N7LJO1uufnSeXIwxooTzg,0.64,0.417,8,-8.852,1,0.0558,0.727,0.00198,0.199,0.678,122.918,377040,1
153,Diminuendo And Crescendo In Blue (Live),Duke Ellington,5m9jUxB9aXRES7UBs3J5MP,spotify:track:5m9jUxB9aXRES7UBs3J5MP,0.304,0.475,5,-21.107,0,0.253,0.68,0.176,0.953,0.413,208.055,901081,0
154,Brilliant Corners,Thelonious Monk,0qgXvgZEE6pwtBCvB3ShYn,spotify:track:0qgXvgZEE6pwtBCvB3ShYn,0.591,0.368,6,-10.266,1,0.0351,0.543,0.204,0.0636,0.382,108.031,465027,1
155,Blue Seven,Sonny Rollins,7I6ck0aZSireIbYe2jH1sh,spotify:track:7I6ck0aZSireIbYe2jH1sh,0.528,0.263,0,-16.706,0,0.0375,0.527,0.00525,0.0972,0.463,133.317,676320,1
156,Bad penny blues,Various Artists,1UbZxIdEAaPN0Qhv9Jwlei,spotify:track:1UbZxIdEAaPN0Qhv9Jwlei,0.66,0.879,8,-6.136,1,0.0298,0.402,0.952,0.178,0.962,115.758,161747,0
157,"After Hours - Live At Smalls' Paradise, Harlem, NYC, 1957 / Remastered 1999 / Rudy Van Gelder Edition",Jimmy Smith,1zCsqCHvdc1uLFNO10Onsz,spotify:track:1zCsqCHvdc1uLFNO10Onsz,0.542,0.377,5,-11.514,1,0.0459,0.878,0.683,0.569,0.54,137.746,658987,0
158,Blues At Midnight,Sun Ra,1Z5UiDNjt0Pq50HINOUObF,spotify:track:1Z5UiDNjt0Pq50HINOUObF,0.604,0.581,3,-8.804,1,0.0302,0.92,0.832,0.12,0.571,100.049,391558,0
159,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,4vLYewWIvqHfKtJDk8c8tq,spotify:track:4vLYewWIvqHfKtJDk8c8tq,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,562640,1
160,Lonely Woman,Ornette Coleman,23aDP04QX8MAHA99FLaPtN,spotify:track:23aDP04QX8MAHA99FLaPtN,0.474,0.376,9,-10.482,0,0.0283,0.315,0.000748,0.147,0.253,81.001,302200,1
161,Giant Steps,John Coltrane,0gCKwy3YmhKc9rzjYjTQKx,spotify:track:0gCKwy3YmhKc9rzjYjTQKx,0.431,0.491,0,-10.746,0,0.0562,0.441,0.000458,0.134,0.577,148.243,283440,1
162,Killer Joe,Art Farmer & Benny Golson,5jfmrddVfprkGHHybGqvOp,spotify:track:5jfmrddVfprkGHHybGqvOp,0.603,0.167,2,-18.602,0,0.0397,0.801,4.99e-06,0.103,0.421,109.656,299280,1
163,Airegin,Wes Montgomery,3qvl9S6reYxsTGoHjGS8AB,spotify:track:3qvl9S6reYxsTGoHjGS8AB,0.439,0.396,5,-13.482,0,0.0331,0.883,0.0997,0.184,0.822,149.648,268080,1
164,Mack The Knife,Ella Fitzgerald,3Oyw61968PhhUuyLAVRmJj,spotify:track:3Oyw61968PhhUuyLAVRmJj,0.502,0.516,5,-12.961,0,0.0666,0.881,0.0,0.114,0.629,142.078,260613,1
165,Shadows,Joe Harriott,6ZuN1v63GswwUqM64NAnVl,spotify:track:6ZuN1v63GswwUqM64NAnVl,0.459,0.253,7,-16.473,1,0.0563,0.699,0.189,0.0866,0.2,99.971,354600,1
166,Solar,Bill Evans Trio,53IbYYGuJkCGBAaS23kdox,spotify:track:53IbYYGuJkCGBAaS23kdox,0.322,0.363,0,-17.863,1,0.0479,0.79,0.879,0.944,0.355,117.927,357307,0
167,Watermelon Man,Herbie Hancock,7wGx08b8HOKxnppqcoq4ea,spotify:track:7wGx08b8HOKxnppqcoq4ea,0.606,0.555,0,-9.219,0,0.0283,0.893,0.663,0.0783,0.599,129.419,428440,0
168,The Girl From Ipanema,Stan Getz,4xGFcQEIjtmbPD6Jsxq14M,spotify:track:4xGFcQEIjtmbPD6Jsxq14M,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,317987,1
169,Hat And Beard,Various Artists,50n8pc2vLLyseltFK8nz34,spotify:track:50n8pc2vLLyseltFK8nz34,0.456,0.415,8,-13.769,1,0.0747,0.615,0.348,0.345,0.306,79.967,506200,0
170,Refuge - Rudy Van Gelder Edition/1999 Remaster,Andrew Hill,0j2XdkOJSneLHYevR6JpBP,spotify:track:0j2XdkOJSneLHYevR6JpBP,0.437,0.655,5,-10.456,0,0.0747,0.541,0.000231,0.0935,0.633,147.881,736600,2
171,Ghosts,Albert Ayler,7rGDCNXLfGbnmmZka4pMAR,spotify:track:7rGDCNXLfGbnmmZka4pMAR,0.3,0.464,11,-15.789,1,0.0787,0.711,0.478,0.561,0.311,141.49,1404000,0
172,Las Vegas Tango,Gil Evans,1fTrHGt3DzC6Sp0U9ET4Ok,spotify:track:1fTrHGt3DzC6Sp0U9ET4Ok,0.301,0.459,9,-13.618,0,0.0365,0.129,0.0166,0.12,0.287,95.846,395293,1
173,Starless and Bible Black,Various Artists,5kOL3xJHrEStZtwA6ls09b,spotify:track:5kOL3xJHrEStZtwA6ls09b,0.307,0.146,6,-16.984,0,0.0396,0.954,0.789,0.104,0.296,170.254,226200,0
174,Footprints,Wayne Shorter,3mOitasmJ2ziAQStAF50xq,spotify:track:3mOitasmJ2ziAQStAF50xq,0.404,0.419,8,-13.422,1,0.0367,0.121,0.000605,0.0943,0.488,130.151,586307,1
175,Indian Lady (Single),The Don Ellis Orchestra,3TIRCgtdltNZNt37x9enro,spotify:track:3TIRCgtdltNZNt37x9enro,0.45,0.716,2,-8.098,1,0.0997,0.144,0.00197,0.219,0.39,136.027,177533,2
176,Machine Gun,The Peter Brötzmann Octet,5gUNOLBKYq2E20V42G9v07,spotify:track:5gUNOLBKYq2E20V42G9v07,0.259,0.672,2,-14.549,1,0.117,0.0722,0.828,0.31,0.102,95.738,1038200,0
177,Miles Runs the Voodoo Down - 45-rpm Single Edit,Miles Davis,0Nqd9f20zZ2J2k5Xc7B8zK,spotify:track:0Nqd9f20zZ2J2k5Xc7B8zK,0.663,0.397,0,-8.541,0,0.0347,0.411,0.738,0.146,0.539,117.969,169787,0
178,Universal Consciousness,Alice Coltrane,5TMI7AGX2Ex0WtLWv1JLV8,spotify:track:5TMI7AGX2Ex0WtLWv1JLV8,0.261,0.874,2,-8.649,0,0.21,0.0271,0.689,0.064,0.296,127.135,302093,0
179,Mra,Chris McGregor,4nh3IXBSMLgzMTbM6ubXr1,spotify:track:4nh3IXBSMLgzMTbM6ubXr1,0.405,0.745,9,-9.484,0,0.0729,0.0929,0.449,0.151,0.632,159.677,302427,2
180,Return To Forever,Chick Corea And Trondheim Jazz Orchestra,2LREyxiLk4zQjESLDflRfg,spotify:track:2LREyxiLk4zQjESLDflRfg,0.307,0.261,7,-21.254,1,0.0888,0.898,0.578,0.942,0.373,118.676,397227,0
181,Tintinyana,Abdullah Ibrahim,6EQvchmXhU07SuHyRRxOmm,spotify:track:6EQvchmXhU07SuHyRRxOmm,0.391,0.182,9,-15.51,1,0.0435,0.878,0.934,0.141,0.276,81.286,227253,0
182,Birdland,Various Artists,65ZiAre1veL6CmkZR11ktg,spotify:track:65ZiAre1veL6CmkZR11ktg,0.608,0.51,0,-12.494,1,0.0368,0.433,0.00133,0.0644,0.491,155.549,332720,1
183,Are You Going with Me?,Pat Metheny,3UEu7wdJkq8pyEinqCcmwI,spotify:track:3UEu7wdJkq8pyEinqCcmwI,0.638,0.867,7,-8.381,0,0.0368,0.318,0.728,0.0744,0.676,120.015,515187,0
184,Rockit,Herbie Hancock,3iZq92HX3LWe8ovrHvhXJC,spotify:track:3iZq92HX3LWe8ovrHvhXJC,0.878,0.836,7,-12.003,1,0.0724,0.0361,0.478,0.0683,0.635,111.334,325707,4
185,Once Upon A Time In The West,John Zorn,5GDb8XI6fB4hP6IJdBBTKe,spotify:track:5GDb8XI6fB4hP6IJdBBTKe,0.0767,0.351,9,-14.669,0,0.0391,0.642,0.887,0.1,0.0357,65.595,522667,0
186,Much Later,Wynton Marsalis,6Lnl5JEyaLrLYM06Zr8aTl,spotify:track:6Lnl5JEyaLrLYM06Zr8aTl,0.645,0.344,5,-15.283,0,0.0542,0.725,0.951,0.167,0.634,134.152,275893,0
187,Since You Asked,John Scofield,05TpMO7shzI6P4sTDJ6Oqm,spotify:track:05TpMO7shzI6P4sTDJ6Oqm,0.57,0.135,8,-18.506,1,0.0517,0.339,0.000524,0.167,0.214,117.234,373400,1
188,Dance In Thy Soul,Various Artists,64gW5bSgu6vEZ7XL4X4OQC,spotify:track:64gW5bSgu6vEZ7XL4X4OQC,0.354,0.182,7,-11.931,0,0.0396,0.943,0.915,0.637,0.188,135.234,489267,0
189,Peel Me A Grape,Diana Krall,5PIwE78rcwTy8QN1jachpz,spotify:track:5PIwE78rcwTy8QN1jachpz,0.681,0.0867,5,-15.664,1,0.0848,0.926,0.000609,0.125,0.183,88.826,349773,1
190,Dodge the Dodo,Esbjörn Svensson Trio,1FprhJiKi3zqQCkIcNGHLe,spotify:track:1FprhJiKi3zqQCkIcNGHLe,0.5,0.944,9,-11.998,1,0.057,0.069,0.821,0.168,0.308,116.783,259707,0
191,River Man,Brad Mehldau,5FiSo7E1IvpBeowZxMk9UI,spotify:track:5FiSo7E1IvpBeowZxMk9UI,0.436,0.162,8,-22.068,1,0.0322,0.831,0.895,0.0628,0.199,117.194,288800,0
192,Smells Like Teen Spirit,The Bad Plus,7j687LPR8Whpm6HWUVDvvV,spotify:track:7j687LPR8Whpm6HWUVDvvV,0.397,0.731,5,-9.359,0,0.0308,0.355,0.873,0.108,0.4,105.728,357133,0
193,Fall In,Esperanza Spalding,3G00sTZl8VxHMSZEx4n7O8,spotify:track:3G00sTZl8VxHMSZEx4n7O8,0.376,0.0454,2,-16.946,1,0.0404,0.983,0.00413,0.0788,0.0797,84.217,236518,1
194,Think Of One,Robert Glasper,62cKTYS1RBkr5ZJp9z07Ie,spotify:track:62cKTYS1RBkr5ZJp9z07Ie,0.46,0.443,10,-12.049,0,0.0367,0.501,0.719,0.106,0.519,99.673,551720,0
195,Confessions To My Unborn Daughter,Ambrose Akinmusire,1IwHBir9gPcWZprLEgt9O6,spotify:track:1IwHBir9gPcWZprLEgt9O6,0.366,0.327,9,-12.433,0,0.0379,0.718,0.136,0.103,0.304,87.628,515973,1
196,Roller Coaster,Danny Vera,7rO7Pc5dkC2EIW1OKsCJtQ,spotify:track:7rO7Pc5dkC2EIW1OKsCJtQ,0.4,0.383,9,-10.048,1,0.0279,0.51,0.00763,0.121,0.285,96.944,269986,1
197,Bohemian Rhapsody - Remastered 2011,Queen,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,1
198,Hotel California - 2013 Remaster,Eagles,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,2
199,Piano Man,Billy Joel,3FCto7hnn1shUyZL42YgfO,spotify:track:3FCto7hnn1shUyZL42YgfO,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093,2
200,Stairway to Heaven - Remaster,Led Zeppelin,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,1
201,Black,Pearl Jam,5Xak5fmy089t0FYmh3VJiY,spotify:track:5Xak5fmy089t0FYmh3VJiY,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,342653,2
202,Avond,Boudewijn de Groot,3n3F07lHLyRKwqg4q64eYA,spotify:track:3n3F07lHLyRKwqg4q64eYA,0.456,0.37,0,-15.24,1,0.0405,0.617,0.000939,0.136,0.186,99.455,274293,1
203,Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,2
204,Wish You Were Here,Pink Floyd,1HzDhHApjdjXPLHF6GGYhu,spotify:track:1HzDhHApjdjXPLHF6GGYhu,0.499,0.318,7,-13.776,1,0.0485,0.718,0.00101,0.379,0.282,121.498,321080,1
205,Heroes - 2017 Remaster,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,2
206,Love Of My Life - Remastered 2011,Queen,4YJUTdZ0Pgl0ZeNyHYXeLd,spotify:track:4YJUTdZ0Pgl0ZeNyHYXeLd,0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,217387,1
207,Soldier On,DI-RECT,5U9iJk3ONTlZCSJrokOP1i,spotify:track:5U9iJk3ONTlZCSJrokOP1i,0.353,0.443,3,-7.561,1,0.0284,0.84,0.0,0.105,0.225,179.954,207854,1
208,Purple Rain,Prince,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,2
209,Africa,TOTO,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,1
210,Child in Time,Deep Purple,21cp8L9Pei4AgysZVihjSv,spotify:track:21cp8L9Pei4AgysZVihjSv,0.331,0.34,9,-14.784,0,0.0369,0.313,0.607,0.234,0.365,126.672,619267,0
211,November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,2
